Date,Gender,Annual Income,Model,Engine,Transmission,Color,Price ($),Body Style,Company
2023-03-03,Female,465000,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Dodge
2022-05-01,Male,1900000,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Nissan
2023-07-31,Male,895000,Focus,Overhead Camshaft,Manual,Black,49000,SUV,Ford
2022-05-12,Male,13500,Quest,Overhead Camshaft,Manual,Black,19000,SUV,Nissan
2023-10-14,Female,980000,Regal,Overhead Camshaft,Manual,Red,43001,Passenger,Buick
2023-12-15,Male,682000,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,Sedan,Ford
2022-12-26,Female,532500,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36501,Passenger,Mitsubishi
2022-08-09,Male,1950000,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Toyota
2022-03-16,Male,13500,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Sedan,Mercedes-B
2022-11-28,Male,892500,TL,Overhead Camshaft,Manual,Pale White,14500,Hatchback,Acura
2022-11-07,Female,884000,GTI,Overhead Camshaft,Manual,Pale White,28000,SUV,Volkswagen
2022-11-20,Male,857000,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Pontiac
2022-06-08,Male,1540000,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Acura
2023-12-25,Male,1030000,SW,Overhead Camshaft,Manual,Black,36000,Passenger,Saturn
2023-12-10,Male,1283000,Tacoma,Overhead Camshaft,Manual,Pale White,24300,Hardtop,Toyota
2022-05-03,Male,693000,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Sedan,Jeep
2022-06-26,Male,1631000,LW,Overhead Camshaft,Manual,Red,49101,Hatchback,Saturn
2022-12-19,Male,1420000,S70,Overhead Camshaft,Manual,Black,22001,SUV,Volvo
2022-04-21,Male,1570000,Durango,Overhead Camshaft,Manual,Red,31000,SUV,Dodge
2022-11-20,Male,510000,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,Hatchback,Cadillac
2022-10-15,Male,763000,Malibu,Overhead Camshaft,Manual,Pale White,57000,Hardtop,Chevrolet
2023-12-29,Male,540000,Lumina,Overhead Camshaft,Manual,Black,10000,Passenger,Chevrolet
2022-07-02,Male,1410000,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Pontiac
2023-11-20,Male,730000,328i,Overhead Camshaft,Manual,Black,69001,Sedan,BMW
2023-06-14,Female,13500,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hardtop,Chevrolet
2023-05-21,Male,2123000,Jetta,Overhead Camshaft,Manual,Pale White,27301,Passenger,Volkswagen
2023-05-30,Male,640000,Cavalier,Overhead Camshaft,Manual,Red,20001,SUV,Chevrolet
2023-04-08,Female,13500,Montero,Overhead Camshaft,Manual,Black,16001,SUV,Mitsubishi
2023-09-17,Female,491000,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Volkswagen
2022-12-31,Male,875000,CL500,Overhead Camshaft,Manual,Black,22000,SUV,Mercedes-B
2023-11-11,Male,1236000,RL,Overhead Camshaft,Manual,Black,18600,SUV,Acura
2023-12-18,Male,770000,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Mercury
2023-12-29,Male,13500,Breeze,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Plymouth
2023-11-18,Female,575000,LX470,Overhead Camshaft,Manual,Pale White,54001,SUV,Lexus
2022-09-07,Male,13500,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2022-12-24,Male,1830000,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9000,Passenger,Nissan
2023-09-27,Male,550000,528i,Overhead Camshaft,Manual,Black,21000,SUV,BMW
2023-11-07,Male,1900000,Mustang,Overhead Camshaft,Manual,Black,22000,Hatchback,Ford
2022-04-13,Male,13500,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,69000,Passenger,Pontiac
2023-01-15,Female,13500,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,Sedan,Saab
2023-04-07,Male,1620000,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Honda
2022-11-29,Female,13500,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Mercury
2023-09-05,Male,890000,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Jeep
2022-05-01,Female,826000,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,Sedan,Chrysler
2023-10-15,Female,1240000,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Sedan,Lexus
2022-09-26,Male,614000,S80,Overhead Camshaft,Manual,Pale White,25000,Sedan,Volvo
2022-11-21,Male,685000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Sedan,Mercury
2023-01-08,Male,920000,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Acura
2023-09-24,Female,13500,Escort,Overhead Camshaft,Manual,Black,11000,Passenger,Ford
2022-07-17,Male,635000,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Nissan
2022-03-05,Male,13500,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Ford
2023-04-12,Male,13500,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Dodge
2023-03-28,Female,681500,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19500,Sedan,Mitsubishi
2023-06-26,Female,1050000,Quest,Overhead Camshaft,Manual,Black,38001,SUV,Nissan
2023-01-22,Male,13500,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Jaguar
2023-12-11,Male,640000,I30,Overhead Camshaft,Manual,Red,22000,Hardtop,Infiniti
2023-11-24,Male,13500,Malibu,Overhead Camshaft,Manual,Pale White,82001,Hardtop,Chevrolet
2022-05-28,Male,1150000,Park Avenue,Overhead Camshaft,Manual,Black,29000,Hatchback,Buick
2023-09-19,Female,13500,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Pontiac
2023-11-25,Male,331000,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,BMW
2022-11-20,Male,430000,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Lincoln
2022-10-03,Male,721000,Mystique,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Passenger,Mercury
2022-06-09,Male,2162000,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41200,Sedan,Oldsmobile
2023-09-02,Female,726000,Lumina,Overhead Camshaft,Manual,Pale White,26000,Passenger,Chevrolet
2023-06-26,Male,800000,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18001,Sedan,Pontiac
2023-08-29,Male,876000,Neon,Overhead Camshaft,Manual,Pale White,19000,SUV,Dodge
2023-08-21,Male,1625000,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19500,Sedan,Mitsubishi
2023-09-18,Male,910000,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19001,Passenger,Pontiac
2022-03-23,Male,1026000,Silhouette,Overhead Camshaft,Manual,Pale White,14600,Sedan,Oldsmobile
2023-07-16,Male,13500,LS400,Overhead Camshaft,Manual,Black,69001,Sedan,Lexus
2023-08-21,Male,330000,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Mercury
2023-06-23,Female,13500,F-Series,Overhead Camshaft,Manual,Black,38001,Passenger,Ford
2022-12-15,Male,1275000,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,Passenger,Volkswagen
2023-10-27,Male,13500,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Lincoln
2022-11-08,Female,1100000,GS300,Overhead Camshaft,Manual,Black,51000,Passenger,Lexus
2022-07-14,Male,13500,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Volkswagen
2022-11-29,Male,13500,Prizm,Overhead Camshaft,Manual,Red,22000,Hatchback,Chevrolet
2023-10-17,Male,378000,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Volvo
2023-01-17,Female,1045000,Park Avenue,Overhead Camshaft,Manual,Red,45501,Hatchback,Buick
2022-08-21,Female,1727500,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26750,Hatchback,Lincoln
2023-06-26,Female,590000,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9001,Passenger,Mercury
2022-10-18,Female,13500,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Pontiac
2022-07-03,Male,855000,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,Passenger,Cadillac
2022-09-15,Female,1650000,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Pontiac
2022-11-17,Male,326000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Sedan,Mercury
2022-06-09,Male,13500,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hatchback,Pontiac
2023-11-10,Male,1080000,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Plymouth
2022-10-23,Male,13500,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,Hardtop,Ford
2022-10-09,Male,760000,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,Passenger,Volkswagen
2023-07-28,Male,1309000,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26900,Passenger,Toyota
2022-11-27,Male,13500,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Lincoln
2022-08-21,Male,880000,RAV4,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Toyota
2022-02-09,Male,878000,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Mercedes-B
2022-03-20,Male,645000,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Mercury
2023-09-05,Male,13500,C-Class,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Mercedes-B
2023-10-06,Male,677000,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Honda
2022-11-09,Male,1110000,Golf,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Volkswagen
2023-02-21,Male,13500,Pathfinder,Overhead Camshaft,Manual,Red,11000,Hardtop,Nissan
2023-07-25,Male,1013000,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41301,SUV,Dodge
2022-05-24,Male,13500,Bravada,Overhead Camshaft,Manual,Black,17000,Hatchback,Oldsmobile
2022-06-13,Male,520000,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Mitsubishi
2023-09-01,Female,541000,Escort,Overhead Camshaft,Manual,Black,11000,Passenger,Ford
2022-10-31,Male,13500,Forester,Overhead Camshaft,Manual,Red,26001,Hardtop,Subaru
2023-06-12,Male,730000,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Ford
2023-11-26,Male,743000,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Nissan
2022-04-18,Male,935000,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,Hardtop,Plymouth
2023-10-20,Female,1315000,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28501,Hatchback,Cadillac
2023-05-20,Male,930000,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Honda
2022-10-09,Male,1275000,Frontier,Overhead Camshaft,Manual,Pale White,12501,Hatchback,Nissan
2022-11-05,Male,1800000,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Porsche
2022-07-09,Male,737000,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Plymouth
2023-11-07,Male,670000,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Oldsmobile
2023-04-07,Male,981000,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,SUV,Volkswagen
2022-11-22,Male,765000,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Lincoln
2022-05-07,Male,816000,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Mercedes-B
2023-11-18,Male,1000000,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,SUV,Dodge
2022-09-10,Male,13500,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,Hatchback,Mitsubishi
2022-04-13,Male,708000,S-Class,Overhead Camshaft,Manual,Red,21001,SUV,Mercedes-B
2023-04-15,Male,920000,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69001,Sedan,Saab
2022-11-01,Male,591000,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Hatchback,Buick
2023-01-15,Male,1125000,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23500,Hatchback,Dodge
2023-04-14,Male,893000,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,Sedan,Chevrolet
2023-02-15,Male,600000,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Volkswagen
2022-07-06,Male,1655000,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31500,Hatchback,Toyota
2023-03-18,Female,490000,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Nissan
2022-05-22,Male,465000,SLK,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Mercedes-B
2023-02-21,Male,1878000,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22801,SUV,Cadillac
2023-07-07,Male,412500,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,Hardtop,Volkswagen
2023-05-26,Female,640000,Prizm,Overhead Camshaft,Manual,Black,27000,Hardtop,Chevrolet
2023-07-15,Male,790000,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hardtop,Mercury
2023-10-10,Male,13500,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Chrysler
2023-03-08,Male,930000,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Chrysler
2023-11-19,Male,950000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2023-09-17,Female,460000,S-Class,Overhead Camshaft,Manual,Black,85001,SUV,Mercedes-B
2022-04-18,Male,407500,A6,Overhead Camshaft,Manual,Black,15500,SUV,Audi
2022-07-06,Male,601000,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hatchback,Ford
2022-12-25,Female,435000,Diamante,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Mitsubishi
2023-05-17,Female,720000,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,Passenger,Dodge
2023-12-11,Male,800000,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Plymouth
2023-11-25,Male,1880000,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hardtop,Infiniti
2023-10-14,Female,13500,Breeze,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Plymouth
2023-07-02,Male,1500000,Boxter,Overhead Camshaft,Manual,Pale White,24000,SUV,Porsche
2023-05-12,Male,907500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21500,Hardtop,Nissan
2022-08-06,Male,1850000,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Volvo
2023-04-12,Male,725000,Monte Carlo,Overhead Camshaft,Manual,Black,44000,Hatchback,Chevrolet
2023-02-19,Male,490000,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Mitsubishi
2022-06-15,Male,13500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,Hatchback,Nissan
2023-05-28,Male,2000000,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Chrysler
2023-12-26,Male,13500,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Nissan
2023-08-08,Female,648000,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Ford
2023-11-25,Male,325000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Dodge
2022-09-11,Male,800000,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,SUV,Oldsmobile
2023-11-26,Female,13500,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Plymouth
2023-09-09,Male,895000,Prizm,Overhead Camshaft,Manual,Black,16000,SUV,Chevrolet
2022-09-25,Male,830000,3000GT,Overhead Camshaft,Manual,Pale White,21000,Sedan,Mitsubishi
2023-09-14,Male,1050000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,Hatchback,Dodge
2022-11-23,Male,975500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75500,Hardtop,Nissan
2022-04-05,Male,1530000,Quest,Overhead Camshaft,Manual,Black,19000,SUV,Nissan
2022-12-12,Male,1075000,Cougar,Overhead Camshaft,Manual,Pale White,22500,Hatchback,Mercury
2023-06-29,Male,883300,Passat,Overhead Camshaft,Manual,Pale White,20300,Hatchback,Volkswagen
2023-09-22,Male,1450000,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Mitsubishi
2023-03-03,Male,772000,S-Class,Overhead Camshaft,Manual,Red,21000,SUV,Mercedes-B
2023-09-04,Female,590000,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,SUV,Volkswagen
2022-11-22,Male,685000,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Ford
2022-03-22,Female,530000,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15001,Passenger,Ford
2023-05-09,Male,960000,Corolla,Overhead Camshaft,Manual,Red,14000,Passenger,Toyota
2022-09-01,Male,1500000,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hatchback,BMW
2022-04-12,Male,1210000,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Chevrolet
2022-11-15,Male,1202000,Concorde,Overhead Camshaft,Manual,Black,18200,Hardtop,Chrysler
2023-04-23,Male,13500,S-Type,Overhead Camshaft,Manual,Pale White,45000,Passenger,Jaguar
2022-12-10,Male,13500,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Mercedes-B
2023-04-12,Male,965000,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35001,Sedan,Toyota
2023-09-23,Male,840000,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,SUV,Subaru
2023-04-19,Male,830000,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33001,Hatchback,Mercedes-B
2023-11-07,Male,13500,Silhouette,Overhead Camshaft,Manual,Pale White,19000,Sedan,Oldsmobile
2022-09-26,Male,13500,TL,DoubleÂ Overhead Camshaft,Auto,Black,23001,Hatchback,Acura
2022-11-28,Male,625000,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Mitsubishi
2023-11-22,Male,13500,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,Hardtop,Porsche
2023-06-14,Male,2270000,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Pontiac
2023-10-31,Male,1200000,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Lexus
2023-03-11,Male,575000,Sienna,Overhead Camshaft,Manual,Red,19000,Passenger,Toyota
2023-10-13,Male,1090000,Golf,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Volkswagen
2022-07-20,Female,730000,Passport,Overhead Camshaft,Manual,Pale White,27000,SUV,Honda
2022-11-12,Male,13500,C70,Overhead Camshaft,Manual,Black,17000,Hatchback,Volvo
2022-12-10,Male,13500,Cabrio,Overhead Camshaft,Manual,Pale White,25000,Sedan,Volkswagen
2022-08-24,Male,600000,Prizm,Overhead Camshaft,Manual,Red,21000,Hardtop,Chevrolet
2022-08-24,Female,900000,Pathfinder,Overhead Camshaft,Manual,Black,69001,Hardtop,Nissan
2022-12-06,Male,540000,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,Hatchback,Volkswagen
2023-06-10,Male,1425000,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22500,Hatchback,Ford
2022-08-07,Female,670000,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Mercedes-B
2022-11-13,Male,1225000,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18500,Hatchback,Nissan
2023-09-02,Male,13500,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Chrysler
2023-07-16,Male,2200000,Cutlass,Overhead Camshaft,Manual,Pale White,41000,Sedan,Oldsmobile
2022-11-20,Male,13500,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Dodge
2022-11-09,Male,1185000,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24500,SUV,Dodge
2023-11-03,Female,1202000,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41200,Sedan,Chevrolet
2022-08-11,Male,1130000,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Mitsubishi
2023-11-14,Male,13500,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,BMW
2022-12-11,Male,1425000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26500,Sedan,Mercury
2023-11-03,Male,915000,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,14001,Sedan,Jeep
2022-02-15,Male,1495000,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15500,Hatchback,Mercedes-B
2023-12-14,Male,13500,3000GT,Overhead Camshaft,Manual,Pale White,21000,Sedan,Mitsubishi
2023-12-10,Female,865000,Montero Sport,Overhead Camshaft,Manual,Black,42000,Hardtop,Mitsubishi
2022-12-21,Male,13500,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,SUV,BMW
2023-11-10,Male,1467000,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22701,SUV,Subaru
2023-10-14,Male,1760000,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,Hatchback,Buick
2023-09-24,Male,1474000,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21401,Hatchback,Mitsubishi
2023-04-19,Male,1200000,LeSabre,Overhead Camshaft,Manual,Black,20000,Sedan,Buick
2022-07-02,Female,706000,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,Hatchback,Volkswagen
2022-07-14,Male,680000,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Ford
2023-07-31,Male,623500,S80,Overhead Camshaft,Manual,Pale White,21500,Sedan,Volvo
2022-06-09,Female,780000,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Lexus
2023-05-07,Female,1700000,Bravada,Overhead Camshaft,Manual,Black,36000,Hatchback,Oldsmobile
2023-09-06,Male,13500,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,SUV,Jeep
2022-09-26,Male,1375000,Camry,Overhead Camshaft,Manual,Black,34500,Hatchback,Toyota
2022-06-01,Female,1165000,Frontier,Overhead Camshaft,Manual,Black,53500,Hatchback,Nissan
2023-11-19,Male,13500,A4,Overhead Camshaft,Manual,Pale White,12001,SUV,Audi
2023-08-13,Female,1100000,Odyssey,Overhead Camshaft,Manual,Pale White,54000,Passenger,Honda
2022-11-27,Female,1700000,Pathfinder,Overhead Camshaft,Manual,Pale White,16001,Hardtop,Nissan
2023-10-29,Male,738000,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,BMW
2023-04-15,Male,13500,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Volvo
2023-08-23,Female,13500,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,SUV,Chrysler
2022-08-17,Male,3400000,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Pontiac
2022-10-25,Male,650000,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Honda
2022-08-13,Female,1035000,Sunfire,Overhead Camshaft,Manual,Red,43500,Sedan,Pontiac
2023-02-02,Male,13500,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Jeep
2023-09-24,Male,1900000,Boxter,Overhead Camshaft,Manual,Red,24001,SUV,Porsche
2023-03-14,Female,730000,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Volkswagen
2022-09-07,Male,1000000,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Chevrolet
2023-11-21,Male,13500,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Honda
2023-01-30,Male,815000,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Chevrolet
2022-11-17,Male,680000,Aurora,Overhead Camshaft,Manual,Red,71001,Passenger,Oldsmobile
2022-11-22,Male,1253000,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18301,Hatchback,Mitsubishi
2022-06-28,Female,1250000,GS300,Overhead Camshaft,Manual,Red,57000,Passenger,Lexus
2023-10-27,Male,700000,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,Hardtop,Chrysler
2022-11-09,Male,605000,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Pontiac
2022-09-25,Female,2590000,GS300,Overhead Camshaft,Manual,Pale White,17000,Passenger,Lexus
2023-05-09,Male,13500,Crown Victoria,Overhead Camshaft,Manual,Black,26000,Passenger,Ford
2022-08-09,Male,1485000,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29500,Passenger,Ford
2023-08-06,Male,1940000,3000GT,Overhead Camshaft,Manual,Pale White,24000,Sedan,Mitsubishi
2023-08-14,Male,1220000,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Dodge
2022-01-02,Male,1465000,TL,DoubleÂ Overhead Camshaft,Auto,Red,24500,Hatchback,Acura
